class,feature_count,total_area_m2,total_area_ha,map,total_area_all_classes_ha
non-built,725,1113192.3165676196,111.31923165676194,before_renove,138.54287070551572
road_network,308,163835.5608622306,16.38355608622306,before_renove,138.54287070551572
water,198,59827.060235932106,5.98270602359321,before_renove,138.54287070551572
built,1177,48573.76938937518,4.857376938937517,before_renove,138.54287070551572
non-built,29,605803.481610358,60.5803481610358,after_contemporain,127.01233816789419
road_network,405,490278.8111171344,49.02788111171344,after_contemporain,127.01233816789419
built,255,173888.5610997167,17.38885610997167,after_contemporain,127.01233816789419
water,2,152.5278517327434,0.015252785173274337,after_contemporain,127.01233816789419
