map,total_area_ha,shared_footprint_area_ha,coverage_difference_from_shared_ha
after_contemporain_shared,81.49436165733701,56.869194419641445,24.625167237695564
before_renove_shared,62.76545834970806,56.869194419641445,5.896263930066617
