map,total_area_ha,shared_footprint_area_ha,coverage_difference_from_shared_ha
after_berney_shared,22.88940317713899,22.671354000506838,0.21804917663215306
before_melotte_shared,25.61139789084829,22.671354000506838,2.940043890341453
