map,total_area_ha,shared_footprint_area_ha,coverage_difference_from_shared_ha
after_renove_shared,11.615647866133148,9.762886368450216,1.8527614976829323
before_berney_shared,10.201004021636985,9.762886368450216,0.43811765318676876
